timestamp,client_ip,method,url,path,body,body_len,body_entropy,special_char_count,path_depth,query_length,has_file_upload,response_status,response_length
2025-01-01T12:00:00Z,offline,GET,http://test/xss?q=<img src=x onerror=alert(1)>,/xss,<img src=x onerror=alert(1)>,28,4.86,8,1,28,0,200,1140
2025-01-01T12:01:00Z,offline,GET,http://test/xss?q=<script>alert(1)</script>,/xss,<script>alert(1)</script>,25,4.82,7,1,25,0,200,1126
2025-01-01T12:02:00Z,offline,GET,http://test/xss?q=<script>alert(1)</script>,/xss,<script>alert(1)</script>,25,5.6,7,1,25,0,200,1230
2025-01-01T12:03:00Z,offline,GET,http://test/xss?q=<script>alert(1)</script>,/xss,<script>alert(1)</script>,25,5.21,7,1,25,0,200,1154
2025-01-01T12:04:00Z,offline,GET,http://test/xss?q=<marquee onstart=alert(1)>,/xss,<marquee onstart=alert(1)>,26,5.97,6,1,26,0,200,1171
2025-01-01T12:05:00Z,offline,GET,http://test/xss?q=<body onload=alert(1)>,/xss,<body onload=alert(1)>,22,5.76,6,1,22,0,200,1238
2025-01-01T12:06:00Z,offline,GET,http://test/xss?q=<svg onload=alert(1)>,/xss,<svg onload=alert(1)>,21,5.51,6,1,21,0,200,1130
2025-01-01T12:07:00Z,offline,GET,http://test/xss?q=<iframe src=javascript:alert(1)>,/xss,<iframe src=javascript:alert(1)>,32,5.64,7,1,32,0,200,1262
2025-01-01T12:08:00Z,offline,GET,http://test/xss?q=<svg onload=alert(1)>,/xss,<svg onload=alert(1)>,21,5.99,6,1,21,0,200,1234
2025-01-01T12:09:00Z,offline,GET,http://test/xss?q=<iframe src=javascript:alert(1)>,/xss,<iframe src=javascript:alert(1)>,32,5.22,7,1,32,0,200,1189
2025-01-01T12:10:00Z,offline,GET,http://test/xss?q=%3Cscript%3Ealert(1)%3C/script%3E,/xss,%3Cscript%3Ealert(1)%3C/script%3E,33,5.78,7,1,33,0,200,1189
2025-01-01T12:11:00Z,offline,GET,http://test/xss?q=<a href=javascript:alert(1)>click</a>,/xss,<a href=javascript:alert(1)>click</a>,37,5.08,10,1,37,0,200,1127
2025-01-01T12:12:00Z,offline,GET,http://test/xss?q=<iframe src=javascript:alert(1)>,/xss,<iframe src=javascript:alert(1)>,32,5.15,7,1,32,0,200,1299
2025-01-01T12:13:00Z,offline,GET,http://test/xss?q=<img src=x onerror=alert(1)>,/xss,<img src=x onerror=alert(1)>,28,5.53,8,1,28,0,200,1219
2025-01-01T12:14:00Z,offline,GET,http://test/xss?q=<details ontoggle=alert(1)>,/xss,<details ontoggle=alert(1)>,27,4.72,6,1,27,0,200,1117
2025-01-01T12:15:00Z,offline,GET,http://test/xss?q=<iframe src=javascript:alert(1)>,/xss,<iframe src=javascript:alert(1)>,32,5.45,7,1,32,0,200,1132
2025-01-01T12:16:00Z,offline,GET,http://test/xss?q=<details ontoggle=alert(1)>,/xss,<details ontoggle=alert(1)>,27,4.51,6,1,27,0,200,1247
2025-01-01T12:17:00Z,offline,GET,http://test/xss?q=<svg onload=alert(1)>,/xss,<svg onload=alert(1)>,21,4.99,6,1,21,0,200,1220
2025-01-01T12:18:00Z,offline,GET,http://test/xss?q=<input onfocus=alert(1) autofocus>,/xss,<input onfocus=alert(1) autofocus>,34,5.73,7,1,34,0,200,1297
2025-01-01T12:19:00Z,offline,GET,http://test/xss?q=<marquee onstart=alert(1)>,/xss,<marquee onstart=alert(1)>,26,4.53,6,1,26,0,200,1124
2025-01-01T12:20:00Z,offline,GET,http://test/xss?q=<marquee onstart=alert(1)>,/xss,<marquee onstart=alert(1)>,26,4.74,6,1,26,0,200,1150
2025-01-01T12:21:00Z,offline,GET,http://test/xss?q=<marquee onstart=alert(1)>,/xss,<marquee onstart=alert(1)>,26,5.93,6,1,26,0,200,1200
2025-01-01T12:22:00Z,offline,GET,http://test/xss?q=%3Cscript%3Ealert(1)%3C/script%3E,/xss,%3Cscript%3Ealert(1)%3C/script%3E,33,5.69,7,1,33,0,200,1300
2025-01-01T12:23:00Z,offline,GET,http://test/xss?q=<input onfocus=alert(1) autofocus>,/xss,<input onfocus=alert(1) autofocus>,34,4.86,7,1,34,0,200,1221
2025-01-01T12:24:00Z,offline,GET,http://test/xss?q=<input onfocus=alert(1) autofocus>,/xss,<input onfocus=alert(1) autofocus>,34,5.55,7,1,34,0,200,1283
2025-01-01T12:25:00Z,offline,GET,http://test/xss?q=<a href=javascript:alert(1)>click</a>,/xss,<a href=javascript:alert(1)>click</a>,37,5.79,10,1,37,0,200,1194
2025-01-01T12:26:00Z,offline,GET,http://test/xss?q=<script>alert(1)</script>,/xss,<script>alert(1)</script>,25,4.9,7,1,25,0,200,1236
2025-01-01T12:27:00Z,offline,GET,http://test/xss?q=<a href=javascript:alert(1)>click</a>,/xss,<a href=javascript:alert(1)>click</a>,37,5.76,10,1,37,0,200,1174
2025-01-01T12:28:00Z,offline,GET,http://test/xss?q=%3Cscript%3Ealert(1)%3C/script%3E,/xss,%3Cscript%3Ealert(1)%3C/script%3E,33,5.37,7,1,33,0,200,1196
2025-01-01T12:29:00Z,offline,GET,http://test/xss?q=<marquee onstart=alert(1)>,/xss,<marquee onstart=alert(1)>,26,5.51,6,1,26,0,200,1244
2025-01-01T12:30:00Z,offline,GET,http://test/xss?q=<iframe src=javascript:alert(1)>,/xss,<iframe src=javascript:alert(1)>,32,5.07,7,1,32,0,200,1257
2025-01-01T12:31:00Z,offline,GET,http://test/xss?q=%3Cscript%3Ealert(1)%3C/script%3E,/xss,%3Cscript%3Ealert(1)%3C/script%3E,33,5.78,7,1,33,0,200,1140
2025-01-01T12:32:00Z,offline,GET,http://test/xss?q=<body onload=alert(1)>,/xss,<body onload=alert(1)>,22,4.84,6,1,22,0,200,1236
2025-01-01T12:33:00Z,offline,GET,http://test/xss?q=<img src=x onerror=alert(1)>,/xss,<img src=x onerror=alert(1)>,28,5.29,8,1,28,0,200,1150
