timestamp,client_ip,method,url,path,body,body_len,body_entropy,special_char_count,path_depth,query_length,has_file_upload,response_status,response_length
2025-12-24T07:30:00Z,"('127.0.0.1', 37834)",GET,http://192.168.122.170/dvwa/vulnerabilities/xss_r/?comment=Hello world,/dvwa/vulnerabilities/xss_r/,comment=Hello world,19,1.993,2,4,19,0,200,3424
2025-12-24T07:30:04Z,"('127.0.0.1', 39888)",GET,http://192.168.122.170/dvwa/vulnerabilities/sqli/?search=hello,/dvwa/vulnerabilities/sqli/,search=hello,12,2.436,1,4,12,0,200,3688
2025-12-24T07:30:08Z,"('127.0.0.1', 31701)",GET,http://192.168.122.170/dvwa/vulnerabilities/xss_r/?name=John,/dvwa/vulnerabilities/xss_r/,name=John,9,2.525,1,4,9,0,200,3252
2025-12-24T07:30:12Z,"('127.0.0.1', 38474)",POST,http://192.168.122.170/dvwa/vulnerabilities/upload/,/dvwa/vulnerabilities/upload/,filename=document.docx,22,2.486,2,4,22,1,200,4075
2025-12-24T07:30:16Z,"('127.0.0.1', 37900)",GET,http://192.168.122.170/dvwa/vulnerabilities/xss_r/?comment=Hello world,/dvwa/vulnerabilities/xss_r/,comment=Hello world,19,2.775,2,4,19,0,200,2761
2025-12-24T07:30:20Z,"('127.0.0.1', 35929)",POST,http://192.168.122.170/dvwa/vulnerabilities/exec/,/dvwa/vulnerabilities/exec/,ip=192.168.1.1,14,2.571,4,4,14,0,200,3619
2025-12-24T07:30:24Z,"('127.0.0.1', 33197)",POST,http://192.168.122.170/dvwa/vulnerabilities/exec/,/dvwa/vulnerabilities/exec/,ip=localhost,12,2.658,1,4,12,0,200,4141
2025-12-24T07:30:28Z,"('127.0.0.1', 34479)",POST,http://192.168.122.170/dvwa/vulnerabilities/exec/,/dvwa/vulnerabilities/exec/,ip=192.168.1.1,14,2.275,4,4,14,0,200,4390
2025-12-24T07:30:32Z,"('127.0.0.1', 36227)",POST,http://192.168.122.170/dvwa/vulnerabilities/exec/,/dvwa/vulnerabilities/exec/,ip=localhost,12,1.328,1,4,12,0,200,4774
2025-12-24T07:30:36Z,"('127.0.0.1', 35413)",GET,http://192.168.122.170/dvwa/vulnerabilities/fi/?page=about.php,/dvwa/vulnerabilities/fi/,page=about.php,14,2.663,2,4,14,0,200,4113
2025-12-24T07:30:40Z,"('127.0.0.1', 34442)",GET,http://192.168.122.170/dvwa/vulnerabilities/xss_r/?name=John,/dvwa/vulnerabilities/xss_r/,name=John,9,2.246,1,4,9,0,200,4681
2025-12-24T07:30:44Z,"('127.0.0.1', 30762)",GET,http://192.168.122.170/dvwa/vulnerabilities/xss_r/?name=John,/dvwa/vulnerabilities/xss_r/,name=John,9,2.229,1,4,9,0,200,4707
2025-12-24T07:30:48Z,"('127.0.0.1', 36849)",POST,http://192.168.122.170/dvwa/vulnerabilities/upload/,/dvwa/vulnerabilities/upload/,filename=image.jpg,18,1.257,2,4,18,1,200,4724
2025-12-24T07:30:52Z,"('127.0.0.1', 36290)",POST,http://192.168.122.170/dvwa/vulnerabilities/exec/,/dvwa/vulnerabilities/exec/,ip=127.0.0.1,12,2.415,4,4,12,0,200,2903
2025-12-24T07:30:56Z,"('127.0.0.1', 31111)",POST,http://192.168.122.170/dvwa/vulnerabilities/exec/,/dvwa/vulnerabilities/exec/,ip=localhost,12,2.043,1,4,12,0,200,3618
2025-12-24T07:31:00Z,"('127.0.0.1', 31756)",GET,http://192.168.122.170/dvwa/vulnerabilities/sqli/?id=2,/dvwa/vulnerabilities/sqli/,id=2,4,2.396,1,4,4,0,200,3782
2025-12-24T07:31:04Z,"('127.0.0.1', 35072)",GET,http://192.168.122.170/dvwa/vulnerabilities/fi/?page=about.php,/dvwa/vulnerabilities/fi/,page=about.php,14,2.653,2,4,14,0,200,3592
2025-12-24T07:31:08Z,"('127.0.0.1', 35018)",POST,http://192.168.122.170/dvwa/vulnerabilities/exec/,/dvwa/vulnerabilities/exec/,ip=127.0.0.1,12,1.396,4,4,12,0,200,3336
2025-12-24T07:31:12Z,"('127.0.0.1', 39340)",POST,http://192.168.122.170/dvwa/vulnerabilities/upload/,/dvwa/vulnerabilities/upload/,filename=resume.pdf,19,1.448,2,4,19,1,200,4715
2025-12-24T07:31:16Z,"('127.0.0.1', 35477)",GET,http://192.168.122.170/dvwa/vulnerabilities/xss_r/?comment=Hello world,/dvwa/vulnerabilities/xss_r/,comment=Hello world,19,2.469,2,4,19,0,200,4734
2025-12-24T07:31:20Z,"('127.0.0.1', 36699)",GET,http://192.168.122.170/dvwa/vulnerabilities/sqli/?id=2,/dvwa/vulnerabilities/sqli/,id=2,4,1.263,1,4,4,0,200,4009
